Tailored Messaging Event #,"Message Timing
(days from participant start)",Big 2 Decision= ___,"Engagement 
Level List= ___",Importance/ Confidence Rating= ___,Value 1 CONTAINS: ___,Value 2 CONTAINS: ___,Value 3 CONTAINS: ___,Strength 1 CONTAINS: ___,Strength 2 CONTAINS: ___,Strength 3 CONTAINS: ___,Message___
3,23,Incomplete,No Activity,low/low,,,responsible,,,,"Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By taking steps to prevent diabetes, you're putting yourself in the best position to be able to fulfill your commitments."
3,23,Incomplete,No Activity,low/low,,,strong,,,,"Being strong is a big part of who you are. Many people find that by taking steps to prevent diabetes they end up feeling stronger, more powerful, and more energetic."
3,23,Incomplete,No Activity,low/low,,,success,,,,"Making changes to create healthier habits can seem like a big challenge, but you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Incomplete,No Activity,low/low,,,support,,,,"Mr. Rogers always said to ""Look for the helpers"" - that's you. But it's harder to help others if you aren't at your best. Preventing diabetes can help you stay healthy enough to keep supporting others!"
3,23,Incomplete,No Activity,low/low,,,discipline,,,,"Making changes isn't easy - no two ways about it. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
3,23,Incomplete,No Activity,low/low,,,youth,,,,"Tired, old, and sick - that's not you! Taking steps to manage your prediabetes now can help you avoid bigger problems down the road - which can help you stay young and full of energy!"
3,23,Incomplete,No Activity,low/low,,,respect,,,,You can be a role model for others at work by managing your own health. Demonstrating how you put in the hard work to deal with your challenges and maintain your health will help you continue to earn your colleagues’ respect.
3,23,Incomplete,No Activity,low/low,,,independent,,,,"When dealing with a chronic illness, many people have to depend more heavily on others for help –something an independent person like you wants to avoid. Taking steps to prevent diabetes and maintain good health can help prevent you from having to rely more on others."
3,23,Incomplete,No Activity,low/high,,,parent,,,,"Children learn a lot from watching their parents. By taking care of your health now, you can model a responsible attitude for your kids. Learning from your example, they will be more likely to adopt healthy habits and get a head start on their own good health."
3,23,Incomplete,No Activity,low/high,,,spouse,,,,It's tough to be fully present in the moment if you’re worried about your health. Taking steps to reduce your risk for diabetes might just give you one less thing to worry about - leaving you more time and energy to focus on being present for who matters most to you.
3,23,Incomplete,No Activity,low/high,,,religious,,,,g2a_7
3,23,Incomplete,No Activity,low/high,,,spiritual,,,,g2a_10
3,23,Incomplete,No Activity,low/high,,,responsible,,,,"Dealing with a chronic health condition like diabetes can make it hard to keep up with your responsibilities. By taking steps to prevent diabetes, you're putting yourself in the best position to be able to fulfill your commitments."
3,23,Incomplete,No Activity,low/high,,,strong,,,,"Being strong is a big part of who you are. Many people find that by taking steps to prevent diabetes they end up feeling stronger, more powerful, and more energetic."
3,23,Incomplete,No Activity,low/high,,,success,,,,"Making changes to create healthier habits can seem like a big challenge, but you’re the kind of person who loves a challenge, and you’re not a quitter. You know that you will do what’s needed to beat this situation, just like you always do."
3,23,Incomplete,No Activity,low/high,,,support,,,,"Mr. Rogers always said to ""Look for the helpers"" - that's you. But it's harder to help others if you aren't at your best. Preventing diabetes can help you stay healthy enough to keep supporting others!"
3,23,Incomplete,No Activity,low/high,,,discipline,,,,"Making changes isn't easy - no two ways about it. But you're a person who is in control of your actions. You know how to do what needs doing, and you have what it takes to take action to help prevent diabetes."
